tunner;day_time;song;artist
melodiafm;2018/04/13 - 19:03:30;Tainted Love;Soft Cell
melodiafm;2018/04/13 - 19:03:30;It's A Heartache;B. Tyler
melodiafm;2018/04/13 - 20:04:01;West End Girls;Pet Shop Boys
melodiafm;2018/04/13 - 20:04:01;All That She Wants;Ace Of Base
melodiafm;2018/04/13 - 20:04:01;San Fernando;Manolo Garcia
melodiafm;2018/04/13 - 20:04:01;Girls Just Wanna Have Fun;Cyndi Lauper
melodiafm;2018/04/13 - 20:04:01;Torn;Natalie Imbruglia
melodiafm;2018/04/13 - 20:04:01;Nothing's Gonna Stop Us Now;Starship
melodiafm;2018/04/13 - 20:04:01;Everytime You Go Away;Paul Young
melodiafm;2018/04/13 - 20:04:01;I Promise Myself;Nick Kamen
melodiafm;2018/04/13 - 20:04:01;Don't You Want Me;Human League
melodiafm;2018/04/13 - 20:04:01;Chica De Ayer;Nacha Pop
melodiafm;2018/04/13 - 20:04:01;The Locomotion;Kylie Minogue
melodiafm;2018/04/13 - 20:04:01;Sweet Home Alabama;Lynyrd Skynyrd
melodiafm;2018/04/13 - 20:04:01;Stop;Sam Brown
melodiafm;2018/04/13 - 21:04:30;Everybody's Free;To Feel Good
melodiafm;2018/04/13 - 21:04:30;A Kind Of Magic;Queen
melodiafm;2018/04/13 - 21:04:30;True Faith;New Order
melodiafm;2018/04/13 - 21:04:30;Baby I Love Your Way;Big Mountain
melodiafm;2018/04/13 - 21:04:30;It´s A Miracle;Culture Club
melodiafm;2018/04/13 - 21:04:30;Is This Love;Whitesnake
melodiafm;2018/04/13 - 21:04:30;Beat It;Michael Jackson
melodiafm;2018/04/13 - 21:04:30;Big In Japan;Alphaville
melodiafm;2018/04/13 - 21:04:30;Sweet Dreams;Eurythmics
melodiafm;2018/04/13 - 21:04:30;Mr. Vain;Culture Beat
melodiafm;2018/04/13 - 21:04:30;Killing Me Softly;The Fugees
melodiafm;2018/04/13 - 21:04:30;Sign Your Name;Terence Trent D'arby
melodiafm;2018/04/13 - 21:04:30;Pump Up The Jam;Technotronic
melodiafm;2018/04/13 - 22:05:11;I Like Chopin;Gazebo
melodiafm;2018/04/13 - 22:05:11;With Or Without You;U2
melodiafm;2018/04/13 - 22:05:11;Sometimes;Erasure
melodiafm;2018/04/13 - 22:05:11;Losing My Religion;R.e.m.
melodiafm;2018/04/13 - 22:05:11;Free;Ultra Nate
melodiafm;2018/04/13 - 22:05:11;The Best;Tina Turner
melodiafm;2018/04/13 - 22:05:11;Suburbia;Pet Shop Boys
melodiafm;2018/04/13 - 22:05:11;Funkytown;Lips Inc
melodiafm;2018/04/13 - 22:05:11;Never Can Say Goodbye;The Communards
melodiafm;2018/04/13 - 22:05:11;Born To Be Alive;Patrick Hernandez
melodiafm;2018/04/13 - 22:05:11;Sleeping In My Car;Roxette
melodiafm;2018/04/13 - 22:05:11;Don't You Forget About Me;Simple Minds
melodiafm;2018/04/13 - 22:05:11;I Don't Wanna Dance;Eddy Grant
melodiafm;2018/04/13 - 23:05:59;P-machinery;Propaganda
melodiafm;2018/04/13 - 23:05:59;Whatever You Want;Status Quo
melodiafm;2018/04/13 - 23:05:59;Infinity;Guru Josh
melodiafm;2018/04/13 - 23:05:59;Black Or White;Michael Jackson
melodiafm;2018/04/13 - 23:05:59;Happy Children;P. Lion
melodiafm;2018/04/13 - 23:05:59;There Must Be An Angel;Eurythmics
melodiafm;2018/04/13 - 23:05:59;Highway To Hell;Ac/dc
melodiafm;2018/04/13 - 23:05:59;Ain't Nobody;Chaka Khan
melodiafm;2018/04/13 - 23:05:59;She Drives Me Crazy;Fine Young Cannibal
melodiafm;2018/04/13 - 23:05:59;When The Going Get Tough, The Tough Get;...
melodiafm;2018/04/13 - 23:05:59;The Rhythm Of The Night;Corona
melodiafm;2018/04/13 - 23:05:59;Material Girl;Madonna
melodiafm;2018/04/13 - 23:05:59;Celebration;Kool & The Gang
melodiafm;2018/04/14 - 00:06:52;Last Night A Dj Saved My Life;...
melodiafm;2018/04/14 - 00:06:52;Dolce Vita;Ryan Paris
melodiafm;2018/04/14 - 00:06:52;Situation;Yazoo
melodiafm;2018/04/14 - 00:06:52;Strong Enough;Cher
melodiafm;2018/04/14 - 00:06:52;Send Me An Angel;Real Life
melodiafm;2018/04/14 - 00:06:52;Two Hearts;Phil Collins
melodiafm;2018/04/14 - 00:06:52;Words;Fr David
melodiafm;2018/04/14 - 00:06:52;Nowhere Girl;B.movie
melodiafm;2018/04/14 - 00:06:52;I Wanna Dance With Some;Whitney Houton
melodiafm;2018/04/14 - 00:06:52;Groove Is In The Heart;Dee-lite
melodiafm;2018/04/14 - 00:06:52;Shiny Happy People;R.e.m.
melodiafm;2018/04/14 - 00:06:52;Personal Jesus;Depeche Mode
melodiafm;2018/04/14 - 00:06:52;Show Me Love;Robin S
rockfm;2018/04/13 - 22:07:11;no info;no info
rockfm;2018/04/13 - 22:40:35;ELECTRIC WORRY;CLUTCH
rockfm;2018/04/13 - 22:42:10;no info;no info
rockfm;2018/04/13 - 23:10:13;ROCKIN' IN A FREE WORLD (LIVE);PEARL JAM, RUSH & JOURNEY
rockfm;2018/04/13 - 23:11:45;no info;no info
40principales;2018/04/13 - 21:59:59;Bang bang;Jessie J,Ariana Grande,Nicki Minaj
40principales;2018/04/13 - 22:10:44;No excuses;Meghan Trainor
40principales;2018/04/13 - 22:19:46;Déjate llevar;Juan Magán,B-Case,Belinda,Manuel Turizo,Snova
40principales;2018/04/13 - 22:30:43;Gyal you a party animal;Charly Black
40principales;2018/04/13 - 22:41:07;No roots;Alice Merton
40principales;2018/04/13 - 22:50:12;Payphone;Maroon 5,Wiz Khalifa
40principales;2018/04/13 - 22:59:46;Believer;Imagine Dragons
40principales;2018/04/13 - 23:09:51;LOS40 BlackJack, todos los domingos;23:05
40principales;2018/04/13 - 23:21:29;Anda Ya!, buenos días, buena música, buen rollo;23:15
40principales;2018/04/13 - 23:39:57;Escucha DEL 40 AL 1, ahora también de lunes a viernes;23:20
40principales;2018/04/13 - 23:59:57;No te pierdas los sábados WORLD DANCE MUSIC;23:25
40principales;2018/04/14 - 00:10:50;Only girl (In the world);Rihanna
40principales;2018/04/14 - 00:20:00;Got 2 luv u;Sean Paul,Alexis Jordan
40principales;2018/04/14 - 00:29:26;Paris;The Chainsmokers,Emily Warren
40principales;2018/04/14 - 00:40:48;Terriblemente cruel;Leiva
40principales;2018/04/14 - 00:49:58;Attention;Charlie Puth
40principales;2018/04/14 - 01:01:16;2U;David Guetta,Justin Bieber
40principales;2018/04/14 - 01:10:50;Let her go;Passenger
40principales;2018/04/14 - 01:20:44;Riptide;Vance Joy
40principales;2018/04/14 - 01:30:01;Crying in the club;Camila Cabello
40principales;2018/04/14 - 01:41:20;La cintura;Álvaro Soler
cadena100;2018/04/13 - 20:54:43;There's nothing holdin' me back;Shawn Mendes
cadena100;2018/04/13 - 20:57:55;Duele el amor;Aleks Syntek y Ana Torroja
cadena100;2018/04/13 - 21:01:11;no info;no info
cadena100;2018/04/13 - 21:15:33;Kamikaze;Lagarto amarillo
cadena100;2018/04/13 - 21:17:04;Beat it;Michael Jackson
cadena100;2018/04/13 - 21:21:53;Cuando brille el Sol;Melocos y La guardia
cadena100;2018/04/13 - 21:26:33;Release me;Agnes
cadena100;2018/04/13 - 21:29:42;A partir de hoy;David Bisbal y Sebastian Yatra
cadena100;2018/04/13 - 21:32:59;Wake me up before you go-go;Wham!
cadena100;2018/04/13 - 21:36:04;Vente pa'ca;Ricky Martin y Maluma
cadena100;2018/04/13 - 21:40:44;Save tonight;Eagle-Eye Cherry
cadena100;2018/04/13 - 21:44:10;Hips don't lie;Shakira y Wyclef Jean
cadena100;2018/04/13 - 21:47:22;Devuélveme a mi chica;Hombres G
cadena100;2018/04/13 - 21:50:38;All falls down;Alan Walker, Noah Cyrus y Digital farm animals
cadena100;2018/04/13 - 21:56:54;Good feeling;Flo Rida
cadena100;2018/04/13 - 22:01:51;Good times;Chic
cadena100;2018/04/13 - 22:05:03;How long;Charlie Puth
cadena100;2018/04/13 - 22:08:19;Buscando el Sol;El pescao
cadena100;2018/04/13 - 22:13:12;What lovers do;Maroon 5 y SZA
cadena100;2018/04/13 - 22:16:29;Together forever;Rick Astley
cadena100;2018/04/13 - 22:19:44;Don't get me wrong;Pretenders
cadena100;2018/04/13 - 22:23:00;I wanna be the only one;Eternal y BeBe Winans
icat;2018/04/14 - 11:38:43;JENKS;DBFC
icat;2018/04/14 - 11:41:50;MARE DE DÉU;LA SENTINA
icat;2018/04/14 - 11:43:22;PLEASE MR. POSTMAN;THE CARPENTERS
icat;2018/04/14 - 11:46:30;BRILLANTOR;GERMÀ AIRE
icat;2018/04/14 - 11:48:04;SPINNIN';ME AND THE BEES
icat;2018/04/14 - 11:49:39;COME AS YOU ARE;NIRVANA
icat;2018/04/14 - 11:54:20;WALK THE WALK;GAZ COOMBES
icat;2018/04/14 - 11:59:00;NEU;LAKASTE
icat;2018/04/14 - 12:02:04;ANOTHER ROAD;MORGAN
icat;2018/04/14 - 12:05:11;MIGRACIONS DE SALMONS;DA SOUZA
icat;2018/04/14 - 12:08:23;BAD BAD NEWS;LEON BRIDGES
icat;2018/04/14 - 12:09:59;GHOST;SKIP THE USE
icat;2018/04/14 - 12:13:05;SOOKIE;PRATS
icat;2018/04/14 - 12:16:12;SUBURBIA (2010 REMASTER);PET SHOP BOYS
icat;2018/04/14 - 12:20:52;I WANT YOU BACK;THE JACKSON 5
icat;2018/04/14 - 12:24:01;EMPAT INFINIT;VALENTÍ
icat;2018/04/14 - 12:27:11;DON'T MOVE BACK TO LA;OKKERVIL RIVER
icat;2018/04/14 - 12:31:59;no info;no info
icat;2018/04/14 - 12:33:30;THE WALLS ARE COMING DOWN;FANFARLO
icat;2018/04/14 - 12:36:39;LOVE;ANTEROS
icat;2018/04/14 - 12:41:21;DOWN AT THE RESERVOIR;THE BLUETONES
icat;2018/04/14 - 12:42:52;TELEPATHIC LOVER;CROCODILES
icat;2018/04/14 - 12:46:01;ESPIRAL;EDURNE VEGA
icat;2018/04/14 - 12:49:10;CAN'T STAND LOSING YOU;THE POLICE
icat;2018/04/14 - 12:52:14;STAINED GLASS;REAL ESTATE
icat;2018/04/14 - 12:58:34;LOST SOMEBODY;A TRIBE CALLED QUEST
icat;2018/04/14 - 13:01:44;THERE'S A FIRE;OK GO
icat;2018/04/14 - 13:04:59;VAGABOND;BEIRUT
icat;2018/04/14 - 13:08:05;NAME FOR YOU;THE SHINS
icat;2018/04/14 - 13:12:50;BOYFRIEND;MARIKA HACKMAN
icat;2018/04/14 - 13:16:01;CAMPANERS DE MITJANIT;MIQUEL VILELLA
icat;2018/04/14 - 13:22:15;FOR WHAT IT'S WORTH;CHER
icat;2018/04/14 - 13:25:24;SÁBADO POR LA MAÑANA;OCATA
icat;2018/04/14 - 13:28:35;EN UN CEL ENCÈS;GERMANS TANNER
icat;2018/04/14 - 13:33:30;PRAY FOR ME (FEAT. KENDRICK LAMAR);THE WEEKND
icat;2018/04/14 - 13:36:42;PEOPLE;NAT SIMONS
icat;2018/04/14 - 13:39:53;COM FA TOTHOM;FALCIOTS NINJA
icat;2018/04/14 - 13:41:31;MAYOR OF SIMPLETON;XTC
icat;2018/04/14 - 13:46:13;NO VULL ANCORAR-ME;CANIMAS
icat;2018/04/14 - 13:49:31;WHEN YOU SAID GOODBYE;COCO HAMES
icat;2018/04/14 - 13:51:05;SONNET;THE VERVE
icat;2018/04/14 - 13:55:44;PARIS SHOW SOME LOVE;JOHN MILK
icat;2018/04/14 - 13:58:52;CREDO;ROGER PISTOLA
icat;2018/04/14 - 14:01:55;MAKE ME FEEL;JANELLE MONÁE
icat;2018/04/14 - 14:05:02;LLUMS;IUH
icat;2018/04/14 - 14:08:05;MAINLAND;ROLLING BLACKOUTS COASTAL FEVER
icat;2018/04/14 - 14:11:13;RODEO;QTY
icat;2018/04/14 - 14:14:21;TORNAVÍS;ADRIÀ PUNTÍ
icat;2018/04/14 - 14:17:31;FARAWAY EYES;GORKY'S ZYGOTIC MYNCI
icat;2018/04/14 - 14:22:23;MOVE ON UP;CURTIS MAYFIELD
icat;2018/04/14 - 14:23:59;PANYS VERMELLS;TRAU
icat;2018/04/14 - 14:28:41;NATURAL SUPERSOUL;SUPERFOOD
icat;2018/04/14 - 14:31:53;NO MORE SAD SONGS;TREMBLING BLUE STARS
icat;2018/04/14 - 14:35:00;THE NEXT TIME WE WED;THE FRATELLIS
icat;2018/04/14 - 14:38:10;LIFE IN VAIN;DANIEL JOHNSTON
icat;2018/04/14 - 14:42:45;WATERSLIDES;PIXX
icat;2018/04/14 - 14:45:53;NO SE SI;GERTRUDIS
kissfm;2018/04/14 - 11:39:03;THERE MUST BE AN ANGEL;EURYTHMICS
kissfm;2018/04/14 - 11:40:38;TOGETHER AGAIN;JANET JACKSON
kissfm;2018/04/14 - 11:43:25;TOGETHER AGAIN;JANET JACKSON
kissfm;2018/04/14 - 11:48:05;SOMETHING STUPID;ROBBIE WILLIAMS
kissfm;2018/04/14 - 11:51:14;WALKING ON SUNSHINE;KATRINA AND THE WAVES
kissfm;2018/04/14 - 11:54:20;TINY DANCER;FLORENCE + THE MACHINE
kissfm;2018/04/14 - 12:02:05;INFORMACIÓN;CON ESTEFANÍA VEGA
kissfm;2018/04/14 - 12:03:41;I STILL HAVEN´T FOUND WHAT I´M LOOKING FOR;U2
kissfm;2018/04/14 - 12:11:24;LADY MARMALADE;CHRISTINA AGUILERA, LIL' KIM, MÝA, P!NK
kissfm;2018/04/14 - 12:20:49;LOSING MY RELIGION;REM
kissfm;2018/04/14 - 12:25:23;IT´S A BEAUTIFUL DAY;MICHAEL BUBLÉ
kissfm;2018/04/14 - 12:33:30;I KNEW YOU WERE TROUBLE;TAYLOR SWIFT
kissfm;2018/04/14 - 12:35:01;UNCHAIN MY HEART;JOE COCKER
kissfm;2018/04/14 - 12:39:41;BLAZE OF GLORY;JON BON JOVI
kissfm;2018/04/14 - 12:42:53;DON´T GET ME WRONG;PRETENDERS
kissfm;2018/04/14 - 12:46:00;DON´T DREAM IT´S OVER;SIXPENCE NONE THE RICHER
kissfm;2018/04/14 - 12:50:40;STARS;SIMPLY RED
kissfm;2018/04/14 - 12:53:50;EVERYTIME YOU GO AWAY;PAUL YOUNG
kissfm;2018/04/14 - 13:01:41;INFORMACIÓN;CON ESTEFANÍA VEGA
kissfm;2018/04/14 - 13:04:51;LIKE A VIRGIN;MADONNA
kissfm;2018/04/14 - 13:08:01;CALM THE RAGE;TERRY RONALD
kissfm;2018/04/14 - 13:12:45;TREASURE;BRUNO MARS
kissfm;2018/04/14 - 13:14:21;VOYAGE VOYAGE;DESIRELESS
kissfm;2018/04/14 - 13:19:03;DREAMS;CRANBERRIES
kissfm;2018/04/14 - 13:23:41;LOVE NEVER FELT SO GOOD;MICHAEL JACKSON FT JUSTIN TIMBERLAKE
kissfm;2018/04/14 - 13:28:23;BABY CAN I HOLD YOU;TRACY CHAPMAN
kissfm;2018/04/14 - 13:33:04;TAKE ME TO CHURCH;HOZIER
kissfm;2018/04/14 - 13:34:39;MILLENIUM;ROBBIE WILLIAMS
kissfm;2018/04/14 - 13:37:46;THE WAY TO YOUR HEART;SOULSISTER
kissfm;2018/04/14 - 13:40:54;ONLY WHEN I SLEEP;CORRS
kissfm;2018/04/14 - 13:45:39;LAST TRAIN TO LONDON;ELECTRIC LIGHT ORCHESTRA
kissfm;2018/04/14 - 13:55:02;A KIND OF MAGIC;QUEEN
kissfm;2018/04/14 - 13:58:13;MISSING;EVERYTHING BUT THE GIRL
kissfm;2018/04/14 - 14:01:23;INFORMACIÓN;CON ESTEFANÍA VEGA
kissfm;2018/04/14 - 14:04:33;ALL AROUND THE WORLD;LISA STANFIELD
kissfm;2018/04/14 - 14:09:15;I'LL BE THERE FOR YOU;THE REMBRANDTS
kissfm;2018/04/14 - 14:12:23;THIS IS THE LIFE;AMY MC DONALD
kissfm;2018/04/14 - 14:15:33;IMAGINE;JOHN LENNON
cadenaDial;2018/04/14 - 11:40:24;Ciega, sordomuda;Shakira
cadenaDial;2018/04/14 - 11:52:57;Me olvidé;Antonio José
cadenaDial;2018/04/14 - 12:03:27;Nunca es tarde;Manolo García
cadenaDial;2018/04/14 - 12:21:07;Ciudad de papel;Malú
cadenaDial;2018/04/14 - 12:22:57;El patio;Pablo López
cadenaDial;2018/04/14 - 12:30:13;Nacidos para creer;Amaia Montero
cadenaDial;2018/04/14 - 12:41:04;Escenario Dial;Entra en www.cadenadial.com para saber dónde actúan tus artistas favoritos
cadenaDial;2018/04/14 - 12:50:16;Jardín de flores;David Otero
cadenaDial;2018/04/14 - 13:01:10;Como el primer día;Joana Jiménez
cadenaDial;2018/04/14 - 13:12:56;Déjate Llevar;Todas las novedades de Pop en español L-V 18:00-21:00
cadenaDial;2018/04/14 - 13:21:56;Atrévete;El despertador de Cadena Dial L-V 06:00-11:00
cadenaDial;2018/04/14 - 13:32:49;Porque lo mejor es mejor...;Cadena Dial, sólo lo mejor de nuestra música
cadenaDial;2018/04/14 - 13:40:12;Qué me está pasando;Efecto Mariposa
cadenaDial;2018/04/14 - 13:51:00;Cadena Dial en Facebook;Síguenos en Facebook y sé el primero en enterarte de las novedades Facebook.com/cadenadial
cadenaDial;2018/04/14 - 14:11:14;Silencio;David Bisbal
cadenaDial;2018/04/14 - 14:31:02;Yo contigo, tú conmigo (The gong gong song);Morat,Álvaro Soler
cadenaDial;2018/04/14 - 14:32:34;The pretender;Foo Fighters
cadenaDial;2018/04/14 - 14:40:06;Paraíso;Dvicio
cadenaDial;2018/04/14 - 14:52:22;Acabo de llegar;Fito & Fitipaldis
cadenaDial;2018/04/14 - 15:00:35;Carolina;M-Clan
cadenaDial;2018/04/14 - 15:09:22;Que se mueran de envidia;Dani Martín,Carla Morrison
cadenaDial;2018/04/14 - 15:21:02;Cuatro elementos;La Musicalité
cadena100;2018/04/14 - 11:40:52;Color esperanza;Diego Torres
cadena100;2018/04/14 - 11:44:00;Perfect;Ed Sheeran
cadena100;2018/04/14 - 11:47:09;Nada fue un error;Coti, Paulina Rubio y Julieta Venegas
cadena100;2018/04/14 - 11:51:52;Cuánto me duele;Morat
cadena100;2018/04/14 - 11:55:00;no info;no info
cadena100;2018/04/14 - 11:58:11;No woman, no cry;Fugees
cadena100;2018/04/14 - 12:01:22;Happy;Pharrell Williams
cadena100;2018/04/14 - 12:04:51;El arrepentido;Melendi y Carlos Vives
cadena100;2018/04/14 - 12:08:00;Te aviso, te anuncio;Shakira
cadena100;2018/04/14 - 12:11:04;Spinning over you;Reyko
cadena100;2018/04/14 - 12:14:24;Love me like you do;Ellie Goulding
cadena100;2018/04/14 - 12:19:09;Prometo;Pablo Alborán
cadena100;2018/04/14 - 12:23:53;Lo que tú quieras soy;Antonio Orozco
cadena100;2018/04/14 - 12:27:00;Versace on the floor;Bruno Mars y David Guetta
cadena100;2018/04/14 - 12:30:05;I miss you;Clean bandit y Julia Michaels
cadena100;2018/04/14 - 12:33:14;Para no verte más;La mosca
cadena100;2018/04/14 - 12:37:50;What about us;P!nk
cadena100;2018/04/14 - 12:42:31;No estamos solos;Eros Ramazzotti y Ricky Martin
cadena100;2018/04/14 - 13:05:44;How to save a life;The Fray
cadena100;2018/04/14 - 13:09:03;El patio;Pablo López
cadena100;2018/04/14 - 13:12:12;Voy a pasármelo bien;Hombres G
cadena100;2018/04/14 - 13:16:01;Love yourself;Justin Bieber
cadena100;2018/04/14 - 13:20:55;Lo que sobra de mí;Fito & Fitipaldis
cadena100;2018/04/14 - 13:24:04;Quiero verte;Marta Soto
cadena100;2018/04/14 - 13:28:50;This love;Maroon 5
cadena100;2018/04/14 - 13:32:02;No excuses;Meghan Trainor
cadena100;2018/04/14 - 13:33:35;Los amantes;Ana Torroja
cadena100;2018/04/14 - 13:38:23;No vaya a ser;Pablo Alborán
40principales;2018/04/14 - 11:40:03;Idgaf;Dua Lipa
40principales;2018/04/14 - 11:49:43;Katchi;Nick Waterhouse,Ofenbach
40principales;2018/04/14 - 12:01:05;El indie es el nuevo mainstream, LOS40 Trending;11:58
40principales;2018/04/14 - 12:10:01;Trust fund baby;Why Don't We
40principales;2018/04/14 - 12:20:18;La cintura;Álvaro Soler
40principales;2018/04/14 - 12:29:48;El patio;Pablo López
40principales;2018/04/14 - 12:40:01;Besos en guerra;Morat,Juanes
40principales;2018/04/14 - 13:06:27;La cintura;Álvaro Soler
40principales;2018/04/14 - 13:10:13;In my blood;Shawn Mendes
40principales;2018/04/14 - 13:19:44;LO+40, el gran show musical de la radio;13:17
40principales;2018/04/14 - 13:31:08;For you;Liam Payne,Rita Ora
40principales;2018/04/14 - 13:41:23;Spinning over you;REYKO
40principales;2018/04/14 - 13:50:34;Escucha DEL 40 AL 1, ahora también de lunes a viernes;13:44
40principales;2018/04/14 - 13:59:55;Downtown;Anitta,J Balvin
40principales;2018/04/14 - 14:09:59;Wolves;Selena Gomez,marshmello
40principales;2018/04/14 - 14:20:17;When I was your man;Bruno Mars
40principales;2018/04/14 - 14:30:42;Trust fund baby;Why Don't We
40principales;2018/04/14 - 14:39:45;Stitches;Shawn Mendes
40principales;2018/04/14 - 14:51:18;Want you back;5 Seconds of Summer
40principales;2018/04/14 - 15:00:39;Don't wanna go home;Jason Derülo
40principales;2018/04/14 - 15:19:23;Échame la culpa;Luis Fonsi,Demi Lovato
40principales;2018/04/14 - 15:31:11;FRIENDS;Anne-Marie,marshmello
40principales;2018/04/14 - 15:40:03;PDA;Scott Helman
40principales;2018/04/14 - 15:59:45;Don't wake me up;Chris Brown
rockfm;2018/04/14 - 11:39:49;no info;no info
rockfm;2018/04/14 - 11:56:35;NEW KID IN TOWN;THE EAGLES
rockfm;2018/04/14 - 11:58:10;no info;no info
rockfm;2018/04/14 - 11:59:42;LIVIN' ON A PRAYER;BON JOVI
rockfm;2018/04/14 - 12:02:45;no info;no info
rockfm;2018/04/14 - 12:06:02;BABA O'RILEY;THE WHO
rockfm;2018/04/14 - 12:09:19;no info;no info
rockfm;2018/04/14 - 12:13:52;THE UNFORGIVEN II;METALLICA
rockfm;2018/04/14 - 12:15:23;no info;no info
rockfm;2018/04/14 - 12:26:05;MAGGIE MAY;ROD STEWART
rockfm;2018/04/14 - 12:27:41;SHOULD I STAY OR SHOULD I GO;THE CLASH
rockfm;2018/04/14 - 12:29:13;JUST FEEL BETTER;SANTANA & STEVEN TYLER
rockfm;2018/04/14 - 12:32:15;no info;no info
rockfm;2018/04/14 - 12:39:53;EYE OF THE TIGER;SURVIVOR
rockfm;2018/04/14 - 12:41:24;no info;no info
rockfm;2018/04/14 - 12:43:10;LONG TRAIN RUNNIN';THE DOOBIE BROTHERS
rockfm;2018/04/14 - 12:44:41;no info;no info
rockfm;2018/04/14 - 12:49:15;HERO;CHAD KROEGER
rockfm;2018/04/14 - 12:52:21;no info;no info
rockfm;2018/04/14 - 13:05:02;WALK OF LIFE;DIRE STRAITS
rockfm;2018/04/14 - 13:06:34;no info;no info
rockfm;2018/04/14 - 13:16:21;PIANO MAN;BILLY JOEL
rockfm;2018/04/14 - 13:17:52;no info;no info
rockfm;2018/04/14 - 13:33:12;IMITATION OF LIFE;R.E.M.
rockfm;2018/04/14 - 13:34:42;no info;no info
rockfm;2018/04/14 - 13:37:45;CAN'T STAND LOSING YOU;THE POLICE
rockfm;2018/04/14 - 13:39:24;no info;no info
rockfm;2018/04/14 - 13:44:03;THE LOGICAL SONG;SUPERTRAMP
rockfm;2018/04/14 - 13:45:35;no info;no info
rockfm;2018/04/14 - 13:47:10;THE LOGICAL SONG;SUPERTRAMP
rockfm;2018/04/14 - 13:48:42;LUMP;PRESIDENTS OF THE U.S.A.
rockfm;2018/04/14 - 13:51:45;no info;no info
rockfm;2018/04/14 - 14:02:32;UNDER THE BRIDGE;RED HOT CHILI PEPPERS
rockfm;2018/04/14 - 14:04:03;no info;no info
rockfm;2018/04/14 - 15:00:44;CELEBRITY SKIN;HOLE
rockfm;2018/04/14 - 15:03:51;no info;no info
rockfm;2018/04/14 - 15:06:59;MASTER OF PUPPETS;METALLICA
rockfm;2018/04/14 - 15:08:30;no info;no info
rockfm;2018/04/14 - 15:10:02;MASTER OF PUPPETS;METALLICA
rockfm;2018/04/14 - 15:11:33;no info;no info
rockfm;2018/04/14 - 15:25:20;ROXANNE;THE POLICE
rockfm;2018/04/14 - 15:26:51;no info;no info
rockfm;2018/04/14 - 15:37:34;DESIRE;U2
rockfm;2018/04/14 - 15:39:04;no info;no info
rockfm;2018/04/14 - 15:43:42;DESIRE;U2
rockfm;2018/04/14 - 15:45:13;ZOMBIE;THE CRANBERRIES
rockfm;2018/04/14 - 15:46:44;no info;no info
rockfm;2018/04/14 - 15:49:52;ZOMBIE;THE CRANBERRIES
rockfm;2018/04/14 - 15:51:23;no info;no info
melodiafm;2018/04/14 - 11:49:23;no info;no info
melodiafm;2018/04/14 - 11:59:32;no info;no info
melodiafm;2018/04/14 - 12:09:55;Living On My Own;Freddie Mercury
melodiafm;2018/04/14 - 12:09:55;Whatever You Want;Status Quo
melodiafm;2018/04/14 - 12:09:55;Espaldas Mojadas;Tam Tam Go!
melodiafm;2018/04/14 - 12:09:55;What Is Love;Haddaway
melodiafm;2018/04/14 - 12:09:55;Message In A Bottle;The Police
melodiafm;2018/04/14 - 12:09:55;Dance Little Sister;Terence Trent D'arb...
melodiafm;2018/04/14 - 12:09:55;I Promise Myself;Nick Kamen
melodiafm;2018/04/14 - 12:09:55;Part-time Lover;Stevie Wonder
melodiafm;2018/04/14 - 12:09:55;I'm Every Woman;Whitney Houston
melodiafm;2018/04/14 - 12:09:55;Eloise Edit;Tino Casal
melodiafm;2018/04/14 - 12:09:55;Holding Out For A Hero;Bonnie Tyler
melodiafm;2018/04/14 - 12:09:55;Satisfaction;The Rolling Stones
melodiafm;2018/04/14 - 12:09:55;Forever Young;Alphaville
melodiafm;2018/04/14 - 13:02:51;Wonderful Life;Black
melodiafm;2018/04/14 - 13:02:51;It Ain't Over Till It's Over;Lenny Krav...
melodiafm;2018/04/14 - 13:02:51;Canta Por Mi;El Último De La Fila
melodiafm;2018/04/14 - 13:02:51;Two Hearts;Phil Collins
melodiafm;2018/04/14 - 13:02:51;Just Another Day;Jon Secada
melodiafm;2018/04/14 - 13:02:51;She Works Hard For ...;Donna Summer
melodiafm;2018/04/14 - 13:02:51;Maniac;Michael Sembello
melodiafm;2018/04/14 - 13:02:51;Crying;Aerosmith
melodiafm;2018/04/14 - 13:02:51;Suburbia;Pet Shop Boys
melodiafm;2018/04/14 - 13:02:51;Cien Gaviotas;Duncan Dhu
melodiafm;2018/04/14 - 13:02:51;Don't Leave Me This Way;The Communards
melodiafm;2018/04/14 - 13:02:51;Greased Lightning;John Travolta
melodiafm;2018/04/14 - 13:02:51;Wind Of Change;Scorpions
melodiafm;2018/04/14 - 14:03:39;Summer Son;Texas
melodiafm;2018/04/14 - 14:03:39;Beat It;Michael Jackson
melodiafm;2018/04/14 - 14:03:39;Noches De Bohemia;Navajita Platea
melodiafm;2018/04/14 - 14:03:39;Strong Enough;Cher
melodiafm;2018/04/14 - 14:03:39;You Can Leave Your Hat On;Joe Cocker
melodiafm;2018/04/14 - 14:03:39;I Want Your Sex;George Michael
melodiafm;2018/04/14 - 14:03:39;It's Raining Men;Geri Halliwell
melodiafm;2018/04/14 - 14:03:39;Maneater;Hall & Oates
melodiafm;2018/04/14 - 14:03:39;All That She Wants;Ace Of Base
melodiafm;2018/04/14 - 14:03:39;Veneno En La Piel;Radio Futura
melodiafm;2018/04/14 - 14:03:39;Highway To Hell;Ac/dc
melodiafm;2018/04/14 - 14:03:39;Dancing Queen;Abba
