tunner;day_time;song;artist
icat;2018/04/12 - 18:18:01;CAPITÀ;RAN RAN RAN
icat;2018/04/12 - 18:19:33;SIT NEXT TO ME;FOSTER THE PEOPLE
icat;2018/04/12 - 18:24:11;LULLABY;THE CURE
icat;2018/04/12 - 18:34:33;PRAY FOR ME (FEAT. KENDRICK LAMAR);THE WEEKND
icat;2018/04/12 - 18:36:04;SQUARE ROOM;MAX MESER
icat;2018/04/12 - 18:39:14;NATURA MORTA;MAZONI
icat;2018/04/12 - 18:42:30;MONTANA;JUSTIN TIMBERLAKE
icat;2018/04/12 - 18:45:34;BITTER MOON;GARDEN CITY MOVEMENT
icat;2018/04/12 - 18:48:40;ESTIC CONTENT;ALBERT JORDÀ
icat;2018/04/12 - 18:51:50;COMING IN FROM THE COLD;THE DELGADOS
icat;2018/04/12 - 18:54:54;TONIGHT;FITNESS FOREVER
icat;2018/04/12 - 18:59:39;UN LLAMP I UN TRO;XARIM ARESTÉ
europafm;2018/04/12 - 17:32:36;Perfect;Ed Sheeran
europafm;2018/04/12 - 17:32:36;What Lovers Do;Maroon5 Ft Sza
europafm;2018/04/12 - 17:32:36;Guerra Civil;Vetusta Morla
europafm;2018/04/12 - 17:32:36;I Feel It Coming;Theweeknd Ft...
europafm;2018/04/12 - 17:32:36;I Gotta Feeling;Black Eyed Peas...
europafm;2018/04/12 - 17:32:36;Never Be The Same;Camila Cabello
europafm;2018/04/12 - 17:32:36;Hey Soul Sister;Train
europafm;2018/04/12 - 17:32:36;El Baño;Enrique Iglesias
europafm;2018/04/12 - 17:32:36;Breathe;Jax Jones
europafm;2018/04/12 - 17:32:36;Locked Out Of Heaven;Bruno Mars...
europafm;2018/04/12 - 17:32:36;La Llamada;Leiva
europafm;2018/04/12 - 17:32:36;Paparazzi;Lady Gaga
europafm;2018/04/12 - 17:32:36;In My Blood;Shawn Mendes
europafm;2018/04/12 - 17:32:36;Partiendo La Pana;Estopa
europafm;2018/04/12 - 17:32:36;No Money;Galantis
europafm;2018/04/12 - 18:07:51;Issues;Julia Michaels
europafm;2018/04/12 - 18:07:51;Besos En Guerra;Morat Y Juanes
europafm;2018/04/12 - 18:07:51;Thunder;Imagine Dragons
europafm;2018/04/12 - 18:07:51;Cuando Todas Las Historias Se Acaban;Maldita Nerea Y Leire
europafm;2018/04/12 - 18:07:51;By The Way;Red Hot Chili Pepper...
europafm;2018/04/12 - 18:07:51;Flames;David Guetta Ft Sia
europafm;2018/04/12 - 18:07:51;Don't Stop The Music Edit;Rihan...
europafm;2018/04/12 - 18:07:51;El Pozo;Izal
europafm;2018/04/12 - 18:07:51;Cry Cry Cry;Oceana
europafm;2018/04/12 - 18:07:51;Lo Malo;Aitana Ocaña Y Ana Guerra
europafm;2018/04/12 - 18:07:51;Havana;Camila Cabello
europafm;2018/04/12 - 18:07:51;Hymn For The Weekend;Coldplay
europafm;2018/04/12 - 18:07:51;Una Foto En Blanco Y;El Canto D Loco
europafm;2018/04/12 - 18:07:51;There Is Nothing Holding Me Back;...
europafm;2018/04/12 - 18:07:51;Locked Away;R City Ft Adam Levi...
europafm;2018/04/12 - 19:06:32;Feel It Still;Portugal The Man
europafm;2018/04/12 - 19:06:32;How Long;Charlie Puth
europafm;2018/04/12 - 19:06:32;Amor Con Hielo;Morat
europafm;2018/04/12 - 19:06:32;Katchi;Ofenbach
europafm;2018/04/12 - 19:06:32;Played A Live;Safri Duo
europafm;2018/04/12 - 19:06:32;Want You Back;5 Seconds Of Summer
europafm;2018/04/12 - 19:06:32;Lady Marmalade;Christina Aguilera
europafm;2018/04/12 - 19:06:32;Entre Dos Mares;Fito Y Fitipaldis
europafm;2018/04/12 - 19:06:32;Dusk Till Dawn;Zayn Ft Sia
europafm;2018/04/12 - 19:06:32;Give Me Everything;Pitbull Ft N...
europafm;2018/04/12 - 19:06:32;Corazon;Maluma
europafm;2018/04/12 - 19:06:32;Say It Right;Nelly Furtado
europafm;2018/04/12 - 19:06:32;Midnight;Monarchy
europafm;2018/04/12 - 19:06:32;Todo;Pereza
europafm;2018/04/12 - 19:06:32;King;Years & Years
europafm;2018/04/13 - 12:20:35;Feel It Still;Portugal The Man
europafm;2018/04/13 - 12:20:35;Issues;Julia Michaels
europafm;2018/04/13 - 12:20:35;El Perdon;Nicky Jam Y Enrique Iglesias...
europafm;2018/04/13 - 12:20:35;Galway Girl;Ed Sheeran
europafm;2018/04/13 - 12:20:35;How To Save A Life Edit;The Fra...
europafm;2018/04/13 - 12:20:35;These Days;Rudimental
europafm;2018/04/13 - 12:20:35;I'm A Believer;Smash Mouth
europafm;2018/04/13 - 12:20:35;Entre Dos Mares;Fito Y Fitipaldis
europafm;2018/04/13 - 12:20:35;Breathe;Jax Jones
europafm;2018/04/13 - 12:20:35;Stay With Me;Sam Smith
europafm;2018/04/13 - 12:20:35;Corazon;Maluma
europafm;2018/04/13 - 12:20:35;Toxic;Britney Spears
europafm;2018/04/13 - 12:20:35;Say Something;Justin Timberlake
europafm;2018/04/13 - 12:20:35;Princesas;Pereza
europafm;2018/04/13 - 12:20:35;Die Young;Kesha
europafm;2018/04/13 - 13:03:49;There Is Nothing Holding Me Back;...
europafm;2018/04/13 - 13:03:49;Echame La Culpa;Luis Fonsi Y Demi Lobato
europafm;2018/04/13 - 13:03:49;It Ain't Me;Kygo And Selena Gom...
europafm;2018/04/13 - 13:03:49;Yo Contigo Y Tu Conmigo;Morat Y A...
europafm;2018/04/13 - 13:03:49;Crazy In Love;Beyonce
europafm;2018/04/13 - 13:03:49;I Miss U;Clean Bandit Ft Julia Michaels
europafm;2018/04/13 - 13:03:49;Empire State Of Mind;Jay-z Feat...
europafm;2018/04/13 - 13:03:49;El Pozo;Izal
europafm;2018/04/13 - 13:03:49;Only Girl In The World;Rihanna
europafm;2018/04/13 - 13:03:49;Never Be The Same;Camila Cabello
europafm;2018/04/13 - 13:03:49;What About Us;Pink
europafm;2018/04/13 - 13:03:49;If I Lose Myself;One Republic V...
europafm;2018/04/13 - 13:03:49;Puede Ser;Ecdl & Amaia Montero
europafm;2018/04/13 - 13:03:49;What Lovers Do;Maroon5 Ft Sza
europafm;2018/04/13 - 13:03:49;Get Lucky;Daft Punk Ft Pharrell...
europafm;2018/04/13 - 14:05:21;Perfect;Ed Sheeran
europafm;2018/04/13 - 14:05:21;How Long;Charlie Puth
europafm;2018/04/13 - 14:05:21;Vivir Mi Vida;Marc Anthony
europafm;2018/04/13 - 14:05:21;Finesse;Bruno Mars Ft Cardi B
europafm;2018/04/13 - 14:05:21;Cry Cry Cry;Oceana
europafm;2018/04/13 - 14:05:21;Flames;David Guetta Ft Sia
europafm;2018/04/13 - 14:05:21;Hey Soul Sister;Train
europafm;2018/04/13 - 14:05:21;Perro Fiel;Shakira Feat Nicky Jam
europafm;2018/04/13 - 14:05:21;For You;Liam Payne Y Rita Ora
europafm;2018/04/13 - 14:05:21;Mama;Jonas Blue Ft William Sing...
europafm;2018/04/13 - 14:05:21;La Llamada;Leiva
europafm;2018/04/13 - 14:05:21;Just Dance;Lady Gaga
europafm;2018/04/13 - 14:05:21;In My Blood;Shawn Mendes
europafm;2018/04/13 - 14:05:21;Me Falta El Aliento;Estopa
europafm;2018/04/13 - 14:05:21;Feel This Moment;Pitbull Ft Agu...
europafm;2018/04/13 - 15:07:15;Spinning Over You;Reyko
europafm;2018/04/13 - 15:07:15;Besos En Guerra;Morat Y Juanes
europafm;2018/04/13 - 15:07:15;Rockstar;Post Malone 21 Savage
europafm;2018/04/13 - 15:07:15;Deseame Suerte;Vetusta Morla
europafm;2018/04/13 - 15:07:15;Clocks;Coldplay
europafm;2018/04/13 - 15:07:15;Want You Back;5 Seconds Of Summer
europafm;2018/04/13 - 15:07:15;What A Feeling;Dj Bobo Ft Irene
europafm;2018/04/13 - 15:07:15;Downtown;Anitta & J Balvin
europafm;2018/04/13 - 15:07:15;Club Can't Handle Me;Florida Ft...
europafm;2018/04/13 - 15:07:15;Lo Malo;Aitana Ocaña Y Ana Guerra
europafm;2018/04/13 - 15:07:15;Havana;Camila Cabello
europafm;2018/04/13 - 15:07:15;Waves;Mr Probz
europafm;2018/04/13 - 15:07:15;El Secreto De Las Tortugas 2010;...
europafm;2018/04/13 - 15:07:15;Dusk Till Dawn;Zayn Ft Sia
europafm;2018/04/13 - 15:07:15;Young Girls;Bruno Mars
europafm;2018/04/13 - 16:03:42;Feel It Still;Portugal The Man
europafm;2018/04/13 - 16:03:42;Wolves;Selena Gomez
europafm;2018/04/13 - 16:03:42;La Gozadera;Gente De Zona
europafm;2018/04/13 - 16:03:42;Katchi;Ofenbach
europafm;2018/04/13 - 16:03:42;We Werent Born To Follow;Bon Jovi
europafm;2018/04/13 - 16:03:42;Midnight;Monarchy
europafm;2018/04/13 - 16:03:42;Feel;Robbie Williams
europafm;2018/04/13 - 16:03:42;Que Me Esta Pasando;Efecto Mariposa
europafm;2018/04/13 - 16:03:42;Shape Of You;Ed Sheeran
europafm;2018/04/13 - 16:03:42;Firework;Katy Perry
europafm;2018/04/13 - 16:03:42;Corazon;Maluma
europafm;2018/04/13 - 16:03:42;Viva La Vida;Coldplay
europafm;2018/04/13 - 16:03:42;Say Something;Justin Timberlake
europafm;2018/04/13 - 16:03:42;Antes De Que Cuente 10;Fito &fitipaldis...
europafm;2018/04/13 - 16:03:42;Locked Away;R City Ft Adam Levi...
europafm;2018/04/13 - 17:06:50;Anywhere;Rita Ora
europafm;2018/04/13 - 17:06:50;Echame La Culpa;Luis Fonsi Y Demi Lobato
europafm;2018/04/13 - 17:06:50;New Rules;Dua Lipa
europafm;2018/04/13 - 17:06:50;Me Quedare;Estopa
europafm;2018/04/13 - 17:06:50;Memories;David Guetta Y Kid Cud...
europafm;2018/04/13 - 17:06:50;These Days;Rudimental
europafm;2018/04/13 - 17:06:50;Ayo Technology;Milow
europafm;2018/04/13 - 17:06:50;No Vaya A Ser;Pablo Alboran
europafm;2018/04/13 - 17:06:50;Back To Black;Amy Winehouse
europafm;2018/04/13 - 17:06:50;I Miss U;Clean Bandit Ft Julia Michaels
europafm;2018/04/13 - 17:06:50;What About Us;Pink
europafm;2018/04/13 - 17:06:50;Sorry;Justin Bieber
europafm;2018/04/13 - 17:06:50;Te Regalo;Carlos Baute
europafm;2018/04/13 - 17:06:50;All Falls Down;Alan Walker Ft Noah Cyrus
europafm;2018/04/13 - 17:06:50;I Love It;Icona Pop
europafm;2018/04/13 - 18:03:21;Perfect;Ed Sheeran
europafm;2018/04/13 - 18:03:21;Breathe;Jax Jones
europafm;2018/04/13 - 18:03:21;Reggaeton Lento;Cnco
europafm;2018/04/13 - 18:03:21;Miracles;Coldplay Ft Big Sean
europafm;2018/04/13 - 18:03:21;Stereolove;Edward Maya & Vika J...
europafm;2018/04/13 - 18:03:21;Never Be The Same;Camila Cabello
europafm;2018/04/13 - 18:03:21;Wake Me Up When September Ends;Green Day
europafm;2018/04/13 - 18:03:21;El Baño;Enrique Iglesias
europafm;2018/04/13 - 18:03:21;What Lovers Do;Maroon5 Ft Sza
europafm;2018/04/13 - 18:03:21;We Found Love;Rihanna
europafm;2018/04/13 - 18:03:21;La Llamada;Leiva
europafm;2018/04/13 - 18:03:21;Let's Get It Started;Bep
europafm;2018/04/13 - 18:03:21;In My Blood;Shawn Mendes
europafm;2018/04/13 - 18:03:21;Zapatillas;El Canto Del Loco
europafm;2018/04/13 - 18:03:21;Drive By;Train
kissfm;2018/04/13 - 12:14:13;PATIENCE;TAKE THAT
kissfm;2018/04/13 - 12:15:45;XANADU;OLIVIA NEWTON-JOHN
kissfm;2018/04/13 - 12:20:23;WITHOUT YOU;MARIAH CAREY
kissfm;2018/04/13 - 12:23:30;THIS LOVE;MAROON 5
kissfm;2018/04/13 - 12:34:22;YOU ARE NOT ALONE;MICHAEL JACKSON
kissfm;2018/04/13 - 12:39:03;DON´T ANSWER ME;ALAN PARSON'S PROJECT
kissfm;2018/04/13 - 13:47:45;FALLIN´;ALICIA KEYS
kissfm;2018/04/13 - 13:49:20;SAY WHAT YOU WANT;TEXAS
kissfm;2018/04/13 - 13:52:23;VIVA LA VIDA;COLDPLAY
kissfm;2018/04/13 - 13:53:54;FATHER FIGURE;GEORGE MICHAEL
kissfm;2018/04/13 - 13:59:03;PUBLICIDAD;
kissfm;2018/04/13 - 14:08:30;SMOOTH;SANTANA & ROB THOMAS
kissfm;2018/04/13 - 14:58:52;PUBLICIDAD;
kissfm;2018/04/13 - 15:01:59;INFORMACIÓN;CON ISMAEL ARRANZ
kissfm;2018/04/13 - 15:03:32;THE LOOK;ROXETTE
kissfm;2018/04/13 - 15:11:21;IT´S NOT UNUSUAL;TOM JONES
kissfm;2018/04/13 - 15:16:03;THE LOOK OF LOVE;ABC
kissfm;2018/04/13 - 15:43:04;BACK TO BLACK;AMY WINEHOUSE
kissfm;2018/04/13 - 15:46:12;HOLIDAY;MADONNA
kissfm;2018/04/13 - 15:49:22;I DON'T WANT TO MISS A THING;AEROSMITH
kissfm;2018/04/13 - 16:13:04;WHAT´S UP;FOUR NON BLONDES
kissfm;2018/04/13 - 16:18:33;THE EDGE OF HEAVEN;WHAM!
kissfm;2018/04/13 - 16:23:13;WHEN YOU SAY NOTHING AT ALL;RONAN KEATING
kissfm;2018/04/13 - 16:27:52;EVERYBODY´S TALKIN´;HARRY NILSSON
kissfm;2018/04/13 - 16:34:03;UP WHERE WE BELONG;JOE COCKER & JENNIFER WARNES
kissfm;2018/04/13 - 16:38:44;HAVE YOU EVER REALLY LOVED A WOMAN?;BRYAN ADAMS & PACO DE LUCIA
kissfm;2018/04/13 - 16:43:22;I WANT TO BREAK FREE;QUEEN
kissfm;2018/04/13 - 16:46:29;NEVER GONNA GIVE YOU UP;RICK ASTLEY
kissfm;2018/04/13 - 16:48:01;BREATHLESS;THE CORRS
kissfm;2018/04/13 - 16:51:04;I DON'T WANT A LOVER;TEXAS
kissfm;2018/04/13 - 16:55:42;I WILL ALWAYS LOVE YOU;WHITNEY HOUSTON
kissfm;2018/04/13 - 16:58:49;INFORMACIÓN;CON ISMAEL ARRANZ
kissfm;2018/04/13 - 17:02:08;ROXANNE;THE POLICE
kissfm;2018/04/13 - 17:05:13;I´M SO EXCITED;THE POINTER SISTERS
kissfm;2018/04/13 - 17:11:41;WE ARE YOUNG;FUN
kissfm;2018/04/13 - 17:15:21;WE ARE YOUNG;FUN
kissfm;2018/04/13 - 17:20:01;LOVE IS ALL AROUND;WET WET WET
kissfm;2018/04/13 - 17:24:34;CLOCKS;COLDPLAY
kissfm;2018/04/13 - 17:29:13;TWO HEARTS;PHIL COLLINS
kissfm;2018/04/13 - 17:39:59;YOU GET WHAT YOU GIVE;NEW RADICALS
kissfm;2018/04/13 - 17:43:53;NEVER GONNA GIVE YOU UP;RICK ASTLEY
kissfm;2018/04/13 - 17:48:29;ALL OF ME;JOHN LEGEND
kissfm;2018/04/13 - 17:53:01;MISSING YOU;TINA TURNER
kissfm;2018/04/13 - 18:00:50;INFORMACIÓN;CON ISMAEL ARRANZ
kissfm;2018/04/13 - 18:05:23;SMOOTH CRIMINAL;MICHAEL JACKSON
kissfm;2018/04/13 - 18:08:29;BIG BIG WORLD;EMILIA
kissfm;2018/04/13 - 18:13:01;FIREWORK;KATY PERRY
kissfm;2018/04/13 - 18:17:34;I JUST CALLED TO SAY I LOVE YOU;STEVIE WONDER
kissfm;2018/04/13 - 18:23:54;ENJOY THE SILENCE;DEPECHE MODE
kissfm;2018/04/13 - 18:28:30;MERCY;DUFFY
kissfm;2018/04/13 - 18:30:02;SIGN YOUR NAME;TERENCE TRENT D´ARBY
kissfm;2018/04/13 - 18:35:53;SIGN YOUR NAME;TERENCE TRENT D´ARBY
kissfm;2018/04/13 - 18:38:55;SHINY HAPPY PEOPLE;REM
kissfm;2018/04/13 - 18:42:00;SMOOTH OPERATOR;SADE
kissfm;2018/04/13 - 18:46:34;MORE THAN THIS;10,000 MANIACS
kissfm;2018/04/13 - 18:54:13;BEAUTIFUL;CHRISTINA AGUILERA
cadena100;2018/04/13 - 18:10:11;A partir de hoy;David Bisbal y Sebastian Yatra
cadena100;2018/04/13 - 18:11:44;Las de la intuición;Shakira
cadena100;2018/04/13 - 18:14:53;I miss you;Clean bandit y Julia Michaels
cadena100;2018/04/13 - 18:18:01;El 28;La oreja de Van Gogh
cadena100;2018/04/13 - 18:21:12;Échame la culpa;Luis Fonsi y Demi Lovato
cadena100;2018/04/13 - 18:24:21;Only girl (in the world);Rihanna
cadena100;2018/04/13 - 18:27:50;How long;Charlie Puth
cadena100;2018/04/13 - 18:30:58;Besos;El canto del loco
cadena100;2018/04/13 - 18:34:05;Shiny happy people;R.E.M.
cadena100;2018/04/13 - 18:38:50;no info;no info
cadena100;2018/04/13 - 18:40:22;Want to want me;Jason Derulo
cadena100;2018/04/13 - 18:43:31;Voy a pasármelo bien;Hombres G
cadena100;2018/04/13 - 18:48:23;Te quise tanto;Paulina Rubio
cadena100;2018/04/13 - 18:53:10;Viva la vida;Coldplay
cadena100;2018/04/13 - 18:56:22;Quiero verte;Marta Soto
cadena100;2018/04/13 - 18:59:31;Veinte de Abril;Celtas cortos
cadena100;2018/04/13 - 19:04:12;OK;Robin Schulz y James Blunt
cadena100;2018/04/13 - 19:07:20;Volverte a ver;Juanes
cadena100;2018/04/13 - 19:10:29;Perfect;Ed Sheeran
cadena100;2018/04/13 - 19:15:11;Un violinista en tu tejado;Melendi
cadena100;2018/04/13 - 19:19:53;Nunca es tarde;Manolo García
cadena100;2018/04/13 - 19:21:29;Feel;Robbie Williams
cadena100;2018/04/13 - 19:24:34;Salvajes irracionales;Efecto pasillo
cadena100;2018/04/13 - 19:29:14;Try;P!nk
kissfm;2018/04/13 - 19:01:19;BEAUTIFUL;CHRISTINA AGUILERA
kissfm;2018/04/13 - 19:04:21;IN THE ARMY NOW;STATUS QUO
kissfm;2018/04/13 - 19:09:05;RADIO (THE COORS);THE COORS
kissfm;2018/04/13 - 19:12:10;AYO TECHNOLOGY;MILOW
kissfm;2018/04/13 - 19:16:53;SULTANS OF SWING;DIRE STRAITS
kissfm;2018/04/13 - 19:21:42;AS LONG AS YOU LOVE ME;BACKSTREET BOYS
kissfm;2018/04/13 - 19:26:22;HYMN FOR THE WEEKEND;COLDPLAY
kissfm;2018/04/13 - 19:29:30;NOTHING´S GONNA STOP US NOW;STARSHIP
kissfm;2018/04/13 - 19:35:39;HAPPY;PHARRELL WILLIAMS
kissfm;2018/04/13 - 19:48:13;RADIO GA GA;QUEEN
kissfm;2018/04/13 - 19:56:01;THIS KISS;FAITH HILL
kissfm;2018/04/13 - 20:02:14;INFORMACIÓN;CON ISMAEL ARRANZ
kissfm;2018/04/13 - 20:06:52;SLEEPING SATELLITE;TASMIN ARCHER
kissfm;2018/04/13 - 20:13:02;APOLOGIZE;ONE REPUBLIC & TIMBALAND
kissfm;2018/04/13 - 20:14:34;WE DON´T NEED ANOTHER HERO;TINA TURNER
icat;2018/04/13 - 18:16:34;ATLANTIS (PEPE LINK DEEP REMIX);JOAN MIQUEL OLIVER
icat;2018/04/13 - 18:21:14;OVERNIGHT;PARCELS
icat;2018/04/13 - 18:24:23;MY BEST FRIEND'S GIRL;THE CARS
icat;2018/04/13 - 18:27:31;SOL;VÀLIUS
icat;2018/04/13 - 18:30:34;no info;no info
icat;2018/04/13 - 18:32:10;EVERYBODY WANTS TO BE FAMOUS;SUPERORGANISM
icat;2018/04/13 - 18:35:20;TAKE IT EASY;THE VACCINES
icat;2018/04/13 - 18:38:29;EVENING PRAYER;JENS LEKMAN
icat;2018/04/13 - 18:43:09;LA GRAN EUFÒRIA;JOAN DAUSÀ
icat;2018/04/13 - 18:44:42;LOS AGELESS;ST. VINCENT
icat;2018/04/13 - 18:47:50;1140M;CASETA
icat;2018/04/13 - 18:50:58;HUMAN CODE;ROSS MCLENNAN
icat;2018/04/13 - 18:54:10;ANOTHER ROAD;MORGAN
icat;2018/04/13 - 18:57:14;CEMENTIRI;INTANA
icat;2018/04/13 - 19:05:01;INDEPENDENTS;AMB JOSEP MARTÍN
icat;2018/04/13 - 20:01:01;EL CELOBERT;AMB LLUÍS GAVALDÀ
icat;2018/04/13 - 21:02:10;DELICATESSEN;AMB ALBERT PUIG
europafm;2018/04/13 - 19:05:14;Issues;Julia Michaels
europafm;2018/04/13 - 19:05:14;Besos En Guerra;Morat Y Juanes
europafm;2018/04/13 - 19:05:14;Stargazing;Kygo
europafm;2018/04/13 - 19:05:14;Bailarina;Maldita Nerea
europafm;2018/04/13 - 19:05:14;Hips Dont Lie;Shakira Y Wyclef...
europafm;2018/04/13 - 19:05:14;Flames;David Guetta Ft Sia
europafm;2018/04/13 - 19:05:14;Wherever You Will Go;The Calling
europafm;2018/04/13 - 19:05:14;El Pozo;Izal
europafm;2018/04/13 - 19:05:14;Paparazzi;Lady Gaga
europafm;2018/04/13 - 19:05:14;Lo Malo;Aitana Ocaña Y Ana Guerra
europafm;2018/04/13 - 19:05:14;Havana;Camila Cabello
europafm;2018/04/13 - 19:05:14;Try;Pink
europafm;2018/04/13 - 19:05:14;Marta,sebas,guille Y Los Demás;...
europafm;2018/04/13 - 19:05:14;There Is Nothing Holding Me Back;...
europafm;2018/04/13 - 19:05:14;Beautiful;Christina Aguilera
europafm;2018/04/13 - 20:07:04;Feel It Still;Portugal The Man
europafm;2018/04/13 - 20:07:04;How Long;Charlie Puth
europafm;2018/04/13 - 20:07:04;Guerra Civil;Vetusta Morla
europafm;2018/04/13 - 20:07:04;Thunder;Imagine Dragons
europafm;2018/04/13 - 20:07:04;Teenage Dream;Katy Perry...
europafm;2018/04/13 - 20:07:04;Want You Back;5 Seconds Of Summer
europafm;2018/04/13 - 20:07:04;Rude Boy;Rihanna
europafm;2018/04/13 - 20:07:04;Entre Dos Mares;Fito Y Fitipaldis
europafm;2018/04/13 - 20:07:04;Dusk Till Dawn;Zayn Ft Sia
europafm;2018/04/13 - 20:07:04;Payphone;Maroon 5
europafm;2018/04/13 - 20:07:04;Corazon;Maluma
europafm;2018/04/13 - 20:07:04;Boulevard Of Broken Dreams;Gree...
europafm;2018/04/13 - 20:07:04;Midnight;Monarchy
europafm;2018/04/13 - 20:07:04;Con La Luna Llena;Melendi
europafm;2018/04/13 - 20:07:04;Photograph;Ed Sheeran
40principales;2018/04/13 - 16:56:14;Perfect duet;Ed Sheeran,Beyoncé
40principales;2018/04/13 - 17:15:06;Idgaf;Dua Lipa
40principales;2018/04/13 - 17:20:24;Love yourself;Justin Bieber
40principales;2018/04/13 - 17:29:50;It ain't me;Kygo,Selena Gomez
40principales;2018/04/13 - 17:40:21;I knew you were trouble;Taylor Swift
40principales;2018/04/13 - 17:49:53;Dusk till dawn;Zayn Malik,Sia
40principales;2018/04/13 - 18:00:46;Hey mama;David Guetta,Afrojack,Bebe Rexha,Nicki Minaj
40principales;2018/04/13 - 18:10:30;Él no soy yo;Blas Cantó
40principales;2018/04/13 - 18:19:46;Way down we go;Kaleo
40principales;2018/04/13 - 18:30:56;No vaya a ser;Pablo Alborán
40principales;2018/04/13 - 18:40:06;Perfect duet;Ed Sheeran,Beyoncé
40principales;2018/04/13 - 18:50:59;I'm yours;Jason Mraz
40principales;2018/04/13 - 18:59:58;Closer;The Chainsmokers,Halsey
40principales;2018/04/13 - 19:20:59;Never be the same;Camila Cabello
40principales;2018/04/13 - 19:39:41;FRIENDS;Anne-Marie,marshmello
40principales;2018/04/13 - 19:51:07;When I was your man;Bruno Mars
40principales;2018/04/13 - 19:59:21;Reggaetón lento (Bailemos);CNCO
40principales;2018/04/13 - 20:11:27;How long;Charlie Puth
40principales;2018/04/13 - 20:20:54;Love me like you do;Ellie Goulding
40principales;2018/04/13 - 20:30:14;Chained to the rhythm;Katy Perry,Skip Marley
40principales;2018/04/13 - 20:41:16;Wolves;Selena Gomez,marshmello
40principales;2018/04/13 - 20:50:35;Demons;Imagine Dragons
rockfm;2018/04/13 - 18:07:19;no info;no info
rockfm;2018/04/13 - 20:45:09;SMELLS LIKE TEEN SPIRIT;NIRVANA
rockfm;2018/04/13 - 20:46:40;no info;no info
icat;2018/04/13 - 21:58:22;DELICATESSEN;AMB ALBERT PUIG
icat;2018/04/13 - 22:01:31;CASA BABYLON;AMB MARC ISERN I RUBÉN SIERRA
icat;2018/04/13 - 23:01:33;BEATS PER MINUT;AMB ÒSCAR BROC
kissfm;2018/04/13 - 20:55:21;SHE DRIVES ME CRAZY;FINE YOUNG CANNIBALS
kissfm;2018/04/13 - 20:58:26;PUBLICIDAD;
kissfm;2018/04/13 - 21:01:33;INFORMACIÓN;CON ISMAEL ARRANZ
kissfm;2018/04/13 - 21:57:53;INFORMACIÓN;CON ISMAEL ARRANZ
kissfm;2018/04/13 - 22:29:25;RUNNING IN THE FAMILY;LEVEL 42
kissfm;2018/04/13 - 22:59:23;PUBLICIDAD;
kissfm;2018/04/13 - 23:02:32;INFORMACIÓN;CON DANIEL RELOVA
kissfm;2018/04/13 - 23:04:05;GOT MY MIND SET ON YOU;GEORGE HARRISON
kissfm;2018/04/13 - 23:08:44;IMPOSSIBLE;JAMES ARTHUR
kissfm;2018/04/13 - 23:11:54;BECAUSE THE NIGHT;10000 MANIACS
kissfm;2018/04/13 - 23:16:40;AGAINST ALL ODDS;PHIL COLLINS
kissfm;2018/04/13 - 23:19:51;I´M A BELIEVER;SMASH MOUTH
kissfm;2018/04/13 - 23:23:02;THAT THING YOU DO;THE WONDERS
kissfm;2018/04/13 - 23:26:13;MAN IN THE MIRROR;MICHAEL JACKSON
kissfm;2018/04/13 - 23:38:51;STRONG ENOUGH;CHER
kissfm;2018/04/13 - 23:42:00;MOONLIGHT SHADOW;MIKE OLDFIELD
kissfm;2018/04/13 - 23:51:25;BLUE EYES;ELTON JOHN
kissfm;2018/04/13 - 23:54:35;LITTLE LIES;FLETWOOD MAC
kissfm;2018/04/13 - 23:57:43;LIKE I CAN;SAM SMITH
kissfm;2018/04/14 - 00:04:02;TIME AFTER TIME;CYNDI LAUPER
melodiafm;2018/04/13 - 18:33:13;The Final Countdown;Europe
melodiafm;2018/04/13 - 18:33:13;Just Another Day;Jon Secada
melodiafm;2018/04/13 - 18:33:13;En El Muelle De San Blas;Maná
melodiafm;2018/04/13 - 18:33:13;Shout;Tears For Fears
melodiafm;2018/04/13 - 18:33:13;What Is Love;Haddaway
melodiafm;2018/04/13 - 18:33:13;Don't Dream It's Over;Crowded House
melodiafm;2018/04/13 - 18:33:13;Dancing In The Dark;B. Springsteen
melodiafm;2018/04/13 - 18:33:13;The Shoop Shoop Song;Cher
melodiafm;2018/04/13 - 18:33:13;Living On A Prayer;Bon Jovi
melodiafm;2018/04/13 - 18:33:13;A Quien Le Importa;Alaska Y Dinarama
melodiafm;2018/04/13 - 18:33:13;Message In A Bottle;The Police
melodiafm;2018/04/13 - 18:33:13;Ain't No Mountain High;M. Gaye & T. Ter...
melodiafm;2018/04/13 - 18:33:13;Friends Will Be Friends;Queen
melodiafm;2018/04/13 - 19:03:30;I'm Every Woman;Whitney Houston
melodiafm;2018/04/13 - 19:03:30;La Isla Bonita;Madonna
melodiafm;2018/04/13 - 19:03:30;Hoy No Me Puedo Levantar;Mecano
melodiafm;2018/04/13 - 19:03:30;Everybody (backstreet's Back);Backstreet Boys
melodiafm;2018/04/13 - 19:03:30;Part-time Lover;Stevie Wonder
melodiafm;2018/04/13 - 19:03:30;Let's Dance;David Bowie
melodiafm;2018/04/13 - 19:03:30;Missing;Everything But The Girl
melodiafm;2018/04/13 - 19:03:30;We Don't Need Another Hero;Tina Turner
melodiafm;2018/04/13 - 19:03:30;Say What You Want;Texas
melodiafm;2018/04/13 - 19:03:30;Maniac;Michael Sembello
melodiafm;2018/04/13 - 19:03:30;No Controles;Ole Ole
